1137500852778864645,2019-06-08 23:25:11,"b'Watched MSNBC this morning just to see what the opposition was saying about events of the past week. Such lies, alm\xe2\x80\xa6 https://t.co/c3ErNIBdR2'"
1137363899420950530,2019-06-08 14:20:59,"b'I would like to thank the President of Mexico, Andres Manuel Lopez Obrador, and his foreign minister, Marcelo Ebrar\xe2\x80\xa6 https://t.co/HgFEwhy48z'"
1137355469134151681,2019-06-08 13:47:29,b'Everyone very excited about the new deal with Mexico!'
1137354486698192896,2019-06-08 13:43:35,"b'Nervous Nancy Pelosi &amp; the Democrat House are getting nothing done. Perhaps they could lead the way with the USMCA,\xe2\x80\xa6 https://t.co/jbfZGPtRDu'"
1137329348409778177,2019-06-08 12:03:41,b'MEXICO HAS AGREED TO IMMEDIATELY BEGIN BUYING LARGE QUANTITIES OF AGRICULTURAL PRODUCT FROM OUR GREAT PATRIOT FARMERS!'
1137313896585474048,2019-06-08 11:02:17,"b'Mexico will try very hard, and if they do that, this will be a very successful agreement for both the United States and Mexico!'"
1137312170100875264,2019-06-08 10:55:26,"b'Brandon Judd, National Border Patrol Council: \xe2\x80\x9cThat\xe2\x80\x99s going to be a huge deal because Mexico will be using their st\xe2\x80\xa6 https://t.co/0xqeXpXvuh'"
1137310207401439232,2019-06-08 10:47:38,"b'While the reviews and reporting on our Border Immigration Agreement with Mexico have been very good, there has neve\xe2\x80\xa6 https://t.co/KJSKdpYDXC'"
1137155057667989511,2019-06-08 00:31:07,"b'....stem the tide of Migration through Mexico, and to our Southern Border. This is being done to greatly reduce, or\xe2\x80\xa6 https://t.co/OVOWrF6I0i'"
1137155056044826626,2019-06-08 00:31:07,b'I am pleased to inform you that The United States of America has reached a signed agreement with Mexico. The Tariff\xe2\x80\xa6 https://t.co/EVGSKXleS6'
1137112921991983105,2019-06-07 21:43:41,b'Dow Jones has best week of the year!'
1137052508231069696,2019-06-07 17:43:38,b'Heading back to D.C. Many great things are happening for our Country!'
1137051097955102720,2019-06-07 17:38:01,"b'For all of the money we are spending, NASA should NOT be talking about going to the Moon - We did that 50 years ago\xe2\x80\xa6 https://t.co/wTTkOYEC4G'"
1137048453173862400,2019-06-07 17:27:31,b'Democrats are incapable of doing a good and solid Immigration Bill!'
1137045728344170496,2019-06-07 17:16:41,"b'If we are able to make the deal with Mexico, &amp; there is a good chance that we will, they will begin purchasing Farm\xe2\x80\xa6 https://t.co/BYCi5AvhUs'"
1137040975258198017,2019-06-07 16:57:48,b'...and have no intention of doing anything other than going on a fishing expedition to see if they can find anythin\xe2\x80\xa6 https://t.co/XGtC7iNvUK'
1137040971311353856,2019-06-07 16:57:47,"b'Nervous Nancy Pelosi is a disgrace to herself and her family for having made such a disgusting statement, especiall\xe2\x80\xa6 https://t.co/bC8fpvt6qd'"
1137035722043547649,2019-06-07 16:36:55,b'China is subsidizing its product in order that it can continue to be sold in the USA. Many firms are leaving China\xe2\x80\xa6 https://t.co/qDKLXAGl7q'
1137007514166255621,2019-06-07 14:44:50,b'HAPPY BIRTHDAY to our great @VP Mike Pence! https://t.co/k2fmu5bR5R'
1136958356101505024,2019-06-07 11:29:30,b'https://t.co/xrrzYhPu0i'
1136951503799881728,2019-06-07 11:02:16,b'https://t.co/lNh7hQiQTN'
1136901508493168640,2019-06-07 07:43:36,b'#DDay75thAnniversary #DDay75 https://t.co/c8OTeHVScr'
1136890966533660674,2019-06-07 07:01:43,"b'\xe2\x80\x9cMueller\xe2\x80\x99s report was pure, political garbage!\xe2\x80\x9d @SeanHannity https://t.co/lRjtoPTiO8'"
1136887902451982336,2019-06-07 06:49:32,b'John Solomon: Factual errors and major omissions in the Mueller Report show that it is totally biased against Trump.'
1136717569413566465,2019-06-06 19:32:42,"b'RT @IngrahamAngle: For my full interview with \xe2\x81\xa6@realDonaldTrump from Normandy\xe2\x81\xa9, tune in tonight #IngrahamAngle \xe2\x81\xa6@FoxNews\xe2\x81\xa9 10pET https://t.c\xe2\x80\xa6'"
1136710407501037569,2019-06-06 19:04:14,b'#DDay75thAnniversary https://t.co/GIsoLML4NP'
1136695960111931395,2019-06-06 18:06:50,b'Just signed Disaster Aid Bill to help Americans who have been hit by recent catastrophic storms. So important for o\xe2\x80\xa6 https://t.co/LP0G1lVKZk'
1136693141019549701,2019-06-06 17:55:38,"b'To the men who sit behind me, and to the boys who rest in the field before me: your example will never grow old. Yo\xe2\x80\xa6 https://t.co/6vsql6p26N'"
1136688317276348416,2019-06-06 17:36:28,"b'Today, we remember those who fell, and we honor all who fought, here in Normandy. They won back this ground for civ\xe2\x80\xa6 https://t.co/Oq9h32zoGy'"
1136673237470011399,2019-06-06 16:36:32,b'So sorry to hear about the terrible accident involving our GREAT West Point Cadets. We mourn the loss of life and p\xe2\x80\xa6 https://t.co/jALcSNtE9V'
1136601231906893824,2019-06-06 11:50:25,b'#DDay75thAnniversary https://t.co/0fYfpvUghk'
1136537825300570112,2019-06-06 07:38:28,b'Heading over to Normandy to celebrate some of the bravest that ever lived. We are eternally grateful!\xe2\x80\xa6 https://t.co/a0CNWzUvaU'
1136512359055462400,2019-06-06 05:57:16,b'A big and beautiful day today!'
1136511992473300992,2019-06-06 05:55:49,"b'\xe2\x80\x9cThe President has received glowing reviews from the British Media. Here at home, not so much. MSNBC Ramps up hatef\xe2\x80\xa6 https://t.co/ghzKprKIE9'"
1136508110460325888,2019-06-06 05:40:23,b'#DDay75thAnniversary #DDay75 https://t.co/BwfVEt7gTG'
1136402984923852801,2019-06-05 22:42:39,"b'....talks with Mexico will resume tomorrow with the understanding that, if no agreement is reached, Tariffs at the\xe2\x80\xa6 https://t.co/aicBuATx0A'"
1136402982860312576,2019-06-05 22:42:39,b'Immigration discussions at the White House with representatives of Mexico have ended for the day. Progress is being\xe2\x80\xa6 https://t.co/ISrRvLccBC'
1136245995401072640,2019-06-05 12:18:50,"b'As we approach the 75th Anniversary of D-Day, we proudly commemorate those heroic and honorable patriots who gave t\xe2\x80\xa6 https://t.co/ST4IWC8pvg'"
1136185948411191297,2019-06-05 08:20:14,"b'\xe2\x80\x9cHouse Republicans support the President on Tariffs with Mexico all the way, &amp; that makes any measure the President\xe2\x80\xa6 https://t.co/4GfkAucGSH'"
1136185163971407873,2019-06-05 08:17:07,"b'If the totally Corrupt Media was less corrupt, I would be up by 15 points in the polls based on our tremendous succ\xe2\x80\xa6 https://t.co/0PfKV0mxYP'"
1136183958876692480,2019-06-05 08:12:19,"b'House Democrats, fresh off a Republican victory against them (in Federal Court) on the Wall,  keep asking people to\xe2\x80\xa6 https://t.co/VZXjIBKWwD'"
1136181473306914816,2019-06-05 08:02:27,b'Could not have been treated more warmly in the United Kingdom by the Royal Family or the people. Our relationship h\xe2\x80\xa6 https://t.co/eQGx1c5SmV'
1136173702859636736,2019-06-05 07:31:34,b'.@FLOTUS Melania and I send our deepest condolences to President Reuven Rivlin and the entire State of Israel upon\xe2\x80\xa6 https://t.co/pVTvERZef9'
1136162332822855681,2019-06-05 06:46:23,b'RT @realDonaldTrump: Just had a big victory in Federal Court over the Democrats in the House on the desperately needed Border Wall. A big s\xe2\x80\xa6'
1136150992544604160,2019-06-05 06:01:19,"b'I kept hearing that there would be \xe2\x80\x9cmassive\xe2\x80\x9d rallies against me in the UK, but it was quite the opposite. The big c\xe2\x80\xa6 https://t.co/f4DFN5EaAD'"
1136149478862254080,2019-06-05 05:55:19,"b'Plagiarism charge against Sleepy Joe Biden on his ridiculous Climate Change Plan is a big problem, but the Corrupt\xe2\x80\xa6 https://t.co/UQk7wQmVZZ'"
1136146104838434821,2019-06-05 05:41:54,b'#USStateVisit\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xac\xf0\x9f\x87\xa7 https://t.co/XKa0iJRQYO'
1136067842879709184,2019-06-05 00:30:55,b'Washed up psycho @BetteMidler was forced to apologize for a statement she attributed to me that turned out to be to\xe2\x80\xa6 https://t.co/G1qLRLvFZN'
1136061313174659073,2019-06-05 00:04:58,"b'Can you imagine Cryin\xe2\x80\x99 Chuck Schumer saying out loud, for all to hear, that I am bluffing with respect to putting T\xe2\x80\xa6 https://t.co/uszSLebT9F'"
1136032217556275200,2019-06-04 22:09:21,b'RT @USAmbUK: President @realdonaldtrump and @FLOTUS welcome The Prince of Wales and The Duchess of Cornwall as they arrive at Winfield Hous\xe2\x80\xa6'
1136031694904012800,2019-06-04 22:07:17,"b'RT @RoyalFamily: Tonight, The Prince of Wales and The Duchess of Cornwall attended a dinner in London hosted by @POTUS and @FLOTUS on the s\xe2\x80\xa6'"
1135971860762439680,2019-06-04 18:09:31,b'Just had a big victory in Federal Court over the Democrats in the House on the desperately needed Border Wall. A bi\xe2\x80\xa6 https://t.co/AFgdWKpZcA'
1135921705677987840,2019-06-04 14:50:13,b'Thank you @Theresa_May!\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xac\xf0\x9f\x87\xa7 https://t.co/zFJj47UuHO'
1135907064583036933,2019-06-04 13:52:02,b'https://t.co/tlGGQJahr1'
1135890958829182977,2019-06-04 12:48:03,"b'RT @TheDukeOfYork: \xf0\x9f\x87\xac\xf0\x9f\x87\xa7\xf0\x9f\x87\xba\xf0\x9f\x87\xb8On Day 2 of the #USStateVisit, The Duke of York &amp; Prime Minister @TheresaMay welcome President Donald Trump @POTUS t\xe2\x80\xa6'"
1135822941588008960,2019-06-04 08:17:46,b'#USStateVisit\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xac\xf0\x9f\x87\xa7 https://t.co/8eN2bvtLLU'
1135675021253316608,2019-06-03 22:29:59,"b'RT @WhiteHouse: ""On behalf of all Americans, I offer a toast to the eternal friendship of our people, the vitality of our nations, and to t\xe2\x80\xa6'"
1135675011904262145,2019-06-03 22:29:57,"b'RT @WhiteHouse: ""This evening, we thank God for the brave sons of the United Kingdom and the United States, who defeated the Nazis and the\xe2\x80\xa6'"
1135674957705502720,2019-06-03 22:29:44,b'RT @WhiteHouse: President @realDonaldTrump and @FLOTUS are guests of Her Majesty Queen Elizabeth II for a State Banquet at Buckingham Palac\xe2\x80\xa6'
1135674854722740228,2019-06-03 22:29:19,"b'RT @RoyalFamily: The Prince of Wales, The Duchess of Cornwall @ClarenceHouse The Duke and Duchess of Cambridge @KensingtonRoyal, The Duke o\xe2\x80\xa6'"
1135609956563083266,2019-06-03 18:11:26,"b'As a sign of good faith, Mexico should immediately stop the flow of people and drugs through their country and to o\xe2\x80\xa6 https://t.co/mvWvmL1k1i'"
1135603282104213504,2019-06-03 17:44:55,b'Russia has informed us that they have removed most of their people from Venezuela.'
1135602452059906050,2019-06-03 17:41:37,"b'....Fake News will be working hard to find them. Great love all around. Also, big Trade Deal is possible once U.K.\xe2\x80\xa6 https://t.co/78IrO4HkSB'"
1135602449987899395,2019-06-03 17:41:37,b'London part of trip is going really well. The Queen and the entire Royal family have been fantastic. The relationsh\xe2\x80\xa6 https://t.co/f6H4FzhsFA'
1135587640051490817,2019-06-03 16:42:46,"b'RT @RoyalFamily: The Queen, President Trump and the First Lady view a display of items from the Royal Collection illustrating the enduring\xe2\x80\xa6'"
1135587621508460546,2019-06-03 16:42:41,"b'RT @RoyalFamily: The President and The Prince of Wales inspect a Guard of Honour formed by Nijmegen Company, Grenadier Guards. #USStateVisi\xe2\x80\xa6'"
1135587596875304961,2019-06-03 16:42:35,"b'RT @RoyalFamily: The President and Mrs Trump stand with The Queen, The Prince of Wales and The Duchess of Cornwall as the US and UK nationa\xe2\x80\xa6'"
1135499002626154496,2019-06-03 10:50:33,"b'I believe that if people stoped using or subscribing to @ATT, they would be forced to make big changes at @CNN, whi\xe2\x80\xa6 https://t.co/dPeDxve94G'"
1135495710894374917,2019-06-03 10:37:28,b'Just arrived in the United Kingdom. The only problem is that @CNN is the primary source of news available from the\xe2\x80\xa6 https://t.co/1dCBJ0DIua'
1135488087453253632,2019-06-03 10:07:11,b'China is subsidizing its product in order that it can continue to be sold in the USA. Many firms are leaving China\xe2\x80\xa6 https://t.co/dDdrrITO8z'
