1135469796437495808,2019-06-03 08:54:30,b'Thank you! \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xac\xf0\x9f\x87\xa7 https://t.co/hm6RXLeWpp'
1135453895277203458,2019-06-03 07:51:19,"b'....Kahn reminds me very much of our very dumb and incompetent Mayor of NYC, de Blasio, who has also done a terribl\xe2\x80\xa6 https://t.co/XsphYrYfmd'"
1135453891326238721,2019-06-03 07:51:18,"b'.@SadiqKhan, who by all accounts has done a terrible job as Mayor of London, has been foolishly \xe2\x80\x9cnasty\xe2\x80\x9d to the visi\xe2\x80\xa6 https://t.co/jqKoWoh3Wk'"
1135443829471866880,2019-06-03 07:11:19,"b'RT @SteveScalise: Thank you for your leadership on this, @realDonaldTrump! It was great to visit the Cameron LNG export facility with you l\xe2\x80\xa6'"
1135361632840716288,2019-06-03 01:44:41,"b'BIG NEWS! As I promised two weeks ago, the first shipment of LNG has just left the Cameron LNG Export Facility in L\xe2\x80\xa6 https://t.co/nM1L7wJwET'"
1135360773557895169,2019-06-03 01:41:17,"b'Kevin Hassett, who has done such a great job for me and the Administration, will be leaving shortly. His very talen\xe2\x80\xa6 https://t.co/3o4wlIx6AM'"
1135332642851893250,2019-06-02 23:49:30,"b'Hearing word that Russia, Syria and, to a lesser extent, Iran, are bombing the hell out of Idlib Province in Syria,\xe2\x80\xa6 https://t.co/HgAmWOATCw'"
1135331156239560709,2019-06-02 23:43:35,b'Democrats can\xe2\x80\x99t impeach a Republican President for crimes committed by Democrats. The facts are \xe2\x80\x9cpouring\xe2\x80\x9d in. The G\xe2\x80\xa6 https://t.co/gU8rH7QiFE'
1135249668751929345,2019-06-02 18:19:47,"b'Mexico is sending a big delegation to talk about the Border. Problem is, they\xe2\x80\x99ve been \xe2\x80\x9ctalking\xe2\x80\x9d for 25 years. We wa\xe2\x80\xa6 https://t.co/tHFWpbFdUn'"
1135247979617685504,2019-06-02 18:13:04,"b'Peggy Noonan, the simplistic writer for Trump Haters all, is stuck in the past glory of Reagan and has no idea what\xe2\x80\xa6 https://t.co/HVgD36scQn'"
1135169433020915715,2019-06-02 13:00:57,b'RT @realDonaldTrump: THE TRUTH! The Witch Hunt is dead. Thank you @marcthiessen. https://t.co/myKaSEnbs7'
1135165545408598016,2019-06-02 12:45:31,b'RT @realDonaldTrump: GREAT NEWS! #MAGA https://t.co/91Yk8B11bP'
1135165268261519361,2019-06-02 12:44:24,"b'I never called Meghan Markle \xe2\x80\x9cnasty.\xe2\x80\x9d Made up by the Fake News Media, and they got caught cold! Will @CNN, @nytimes\xe2\x80\xa6 https://t.co/UCHkqIlDz7'"
1135161682580389888,2019-06-02 12:30:10,"b'NO COLLUSION, NO OBSTRUCTION, NO NOTHING! \xe2\x80\x9cWhat the Democrats are trying to do is the biggest sin in the impeachmen\xe2\x80\xa6 https://t.co/EfvojvPs5P'"
1135152434202980353,2019-06-02 11:53:25,"b'The Wall is under construction and moving along quickly, despite all of the Radical Liberal Democrat lawsuits. What\xe2\x80\xa6 https://t.co/SE0AWPViSQ'"
1135150118120939521,2019-06-02 11:44:12,"b'....Coyotes and Illegal Immigrants, which they can do very easily, or our many companies and jobs that have been fo\xe2\x80\xa6 https://t.co/kyl7IZeRvm'"
1135150117252673536,2019-06-02 11:44:12,b'People have been saying for years that we should talk to Mexico. The problem is that Mexico is an \xe2\x80\x9cabuser\xe2\x80\x9d of the U\xe2\x80\xa6 https://t.co/8H72GQaji2'
1135141467062771713,2019-06-02 11:09:50,b'The Democrats are doing nothing on the Border to address the Humanitarian and National Security Crisis! Could be fi\xe2\x80\xa6 https://t.co/Urv25OXr0S'
1135137860431077376,2019-06-02 10:55:30,"b'RT @realDonaldTrump: I will be announcing my Second Term Presidential Run with First Lady Melania, Vice President Mike Pence, and Second La\xe2\x80\xa6'"
1135010309381533701,2019-06-02 02:28:39,"b'The Great Jerry West will be receiving our Nation\xe2\x80\x99s highest civilian honor, The Presidential Medal of Freedom, for\xe2\x80\xa6 https://t.co/dWokKhJ3S2'"
1135002792312156161,2019-06-02 01:58:47,b'THE TRUTH! The Witch Hunt is dead. Thank you @marcthiessen. https://t.co/myKaSEnbs7'
1134966085206315011,2019-06-01 23:32:56,"b""RT @DavidBrodyCBN: Trump's approval rating hits highest point in two years https://t.co/TT09Ovd5r8"""
1134965953169711105,2019-06-01 23:32:24,"b'RT @peterbakernyt: Trump to award Medal of Freedom to Arthur Laffer, father of supply side economics that gained prominence in the Reagan y\xe2\x80\xa6'"
1134965800501153797,2019-06-01 23:31:48,b'RT @DavidBrodyCBN: .@jaketapper and @CNN are spreading a false story. This is a perfect example of how the liberal media takes something co\xe2\x80\xa6'
1134964664423604224,2019-06-01 23:27:17,b'RT @JennaBrowder: #FaithNation everyday at 6pm eastern \xe2\x80\x94 join me and @JohnJessupCBN over on the new 24/7 CBN News Channel by downloading ou\xe2\x80\xa6'
1134964577484124160,2019-06-01 23:26:56,b'RT @JennaBrowder: \xe2\x80\x9cThis is not a political endorsement. It\xe2\x80\x99s just simply praying for the president.\xe2\x80\x9d - @Franklin_Graham tells me and @JohnJ\xe2\x80\xa6'
1134963792935362563,2019-06-01 23:23:49,b'We will all stick together and WIN! Thank you Franklin. https://t.co/IS7OfkmGKA'
1134962800986656773,2019-06-01 23:19:53,b'RT @Franklin_Graham: Announcing Special Day of Prayer for the President - June 2 https://t.co/IxtApdsjOI'
1134962468051128321,2019-06-01 23:18:33,b'RT @toddstarnes: Franklin Graham Calls for National Day of Prayer for President Trump - https://t.co/WS2nRB1oME https://t.co/Smu9eC9YAG'
1134961862494380034,2019-06-01 23:16:09,b'RT @jackngraham: I\xe2\x80\x99m joining my good friend @Franklin_Graham and hundreds of other faith leaders in asking our churches across America to p\xe2\x80\xa6'
1134961803295952896,2019-06-01 23:15:55,"b'RT @Franklin_Graham: I want to remind everyone of the importance of praying for @POTUS @realDonaldTrump this Sun., June 2. We need to pray\xe2\x80\xa6'"
1134961757728976899,2019-06-01 23:15:44,"b""RT @Franklin_Graham: Thank you to the thousands of people who have already let me know that you'll be praying this Sunday. If you\xe2\x80\x99d like to\xe2\x80\xa6"""
1134961698698383360,2019-06-01 23:15:30,b'RT @Franklin_Graham: I also hope thousands of pastors across the nation will take a moment in their service this Sunday to pray for the Pre\xe2\x80\xa6'
1134961437716242432,2019-06-01 23:14:27,"b'RT @financialissues: .@Franklin_Graham will be joining me LIVE on Financial Issues to talk about the nationwide movement, Special Day of Pr\xe2\x80\xa6'"
1134961396171640832,2019-06-01 23:14:18,"b'Thank you so much, Franklin! https://t.co/LK7sHUGrZ7'"
1134947966320553986,2019-06-01 22:20:56,"b'When you are the \xe2\x80\x9cPiggy Bank\xe2\x80\x9d Nation that foreign countries have been robbing and deceiving for years, the word TAR\xe2\x80\xa6 https://t.co/y12qxSKUsa'"
1134921830773469184,2019-06-01 20:37:04,b'...travesty that is taking place in allowing millions of people to easily meander through their country and INVADE\xe2\x80\xa6 https://t.co/c9Q0oOzorL'
1134921828198232064,2019-06-01 20:37:04,b'....U.S. in order to avoid paying the 25% Tariff. Like Mexican companies will move back to the United States once t\xe2\x80\xa6 https://t.co/ebWMed61CP'
1134921826604331011,2019-06-01 20:37:03,"b'Washington Post got it wrong, as usual. The U.S. is charging 25% against 250 Billion Dollars of goods shipped from\xe2\x80\xa6 https://t.co/5sLNufD7n7'"
1134910182083969024,2019-06-01 19:50:47,b'The United States stands ready to work with @NayibBukele to advance prosperity in El Salvador and the hemisphere. C\xe2\x80\xa6 https://t.co/H00sUhHS74'
1134909712267436032,2019-06-01 19:48:55,"b'Emmet Flood, who came to the White House to help me with the Mueller Report, will be leaving service on June 14th.\xe2\x80\xa6 https://t.co/vwF2wdWjEx'"
1134832749855039489,2019-06-01 14:43:06,"b'Spoke to Virginia Governor @RalphNortham last night, and the Mayor and Vice Mayor of Virginia Beach this morning, t\xe2\x80\xa6 https://t.co/xoxPXcGBTc'"
1134559092545134593,2019-05-31 20:35:41,"b'I will be announcing my Second Term Presidential Run with First Lady Melania, Vice President Mike Pence, and Second\xe2\x80\xa6 https://t.co/oHdYn4T4Ip'"
1134550682080620544,2019-05-31 20:02:16,b'GREAT NEWS! #MAGA https://t.co/91Yk8B11bP'
1134538168324300800,2019-05-31 19:12:32,b'....on the basis of their sexual orientation. My Administration has launched a global campaign to decriminalize hom\xe2\x80\xa6 https://t.co/Z9Ms8TaTwV'
1134538166919204865,2019-05-31 19:12:32,b'As we celebrate LGBT Pride Month and recognize the outstanding contributions LGBT people have made to our great Nat\xe2\x80\xa6 https://t.co/3rPyVD9W9H'
1134522786804850688,2019-05-31 18:11:25,"b'.@SeanHannity is having a DEEP STATE SHOW tonight on Fox News at 9:00 PM (E), exposing the tremendous abuse of powe\xe2\x80\xa6 https://t.co/tjs5WH68bM'"
1134522066508685314,2019-05-31 18:08:33,"b'Saddened to hear about the loss of John Pinto, a Navajo Code Talker in World War II, over the Memorial Day Weekend.\xe2\x80\xa6 https://t.co/2G3ZegPSzW'"
1134469934816346113,2019-05-31 14:41:24,"b'90% of the Drugs coming into the United States come through Mexico &amp; our Southern Border. 80,000 people died last y\xe2\x80\xa6 https://t.co/jvWfMDa79r'"
1134466523114999809,2019-05-31 14:27:51,"b'In order not to pay Tariffs, if they start rising, companies will leave Mexico, which has taken 30% of our Auto Ind\xe2\x80\xa6 https://t.co/B3SsTA00LG'"
1134452086857523205,2019-05-31 13:30:29,"b'Mexico has taken advantage of the United States for decades. Because of the Dems, our Immigration Laws are BAD. Mex\xe2\x80\xa6 https://t.co/ZtJJSwwKEJ'"
1134448050464800769,2019-05-31 13:14:26,"b'Hard to believe that with the Crisis on the Border, the Dems won\xe2\x80\x99t do the quick and easy fix. Would solve the probl\xe2\x80\xa6 https://t.co/c8GZcQB0kx'"
1134442192720879616,2019-05-31 12:51:10,b'Congratulations to the @AF_Academy Class of 2019! https://t.co/A4Rxd1BsVn'
1134438947298467840,2019-05-31 12:38:16,"b'Sean Davis, The Federalist: \xe2\x80\x9cMueller proved his entire operation was a political hit job. Still ZERO evidence of Tr\xe2\x80\xa6 https://t.co/1Ho8aZDsdR'"
1134286126544502784,2019-05-31 02:31:01,b'RT @realDonaldTrump: How do you impeach a Republican President for a crime that was committed by the Democrats? WITCH-HUNT!'
1134276478441578496,2019-05-31 01:52:40,b'RT @TheHillOpinion: Shame on Robert Mueller for exceeding his role\n\nRead the full story:\nhttps://t.co/lbU4at5q8E\n\nVia: @AlanDersh https://t\xe2\x80\xa6'
1134276359260389377,2019-05-31 01:52:12,b'I will be watching @AlanDersh on @IngrahamAngle at 10:00 P.M. He speaks the truth!'
1134240657621438464,2019-05-30 23:30:20,b'....at which time the Tariffs will be removed. Details from the White House to follow.'
1134240653926232064,2019-05-30 23:30:19,"b'On June 10th, the United States will impose a 5% Tariff on all goods coming into our Country from Mexico, until suc\xe2\x80\xa6 https://t.co/VwO4H783FQ'"
1134223799300153347,2019-05-30 22:23:21,"b'The Navy put out a disclaimer on the McCain story. Looks like the story was an exaggeration, or even Fake News - bu\xe2\x80\xa6 https://t.co/PxDlUKYRTo'"
1134206851174862856,2019-05-30 21:16:00,"b'Yesterday, Border Patrol agents apprehended the largest group of illegal aliens ever: 1,036 people who illegally cr\xe2\x80\xa6 https://t.co/AErk0dIzjN'"
1134206048255074304,2019-05-30 21:12:49,"b'RT @WhiteHouse: \xe2\x80\x9cYou are ready to fly, fight, and win!\xe2\x80\x9d \n\xe2\x80\x94 President Donald J. Trump https://t.co/w6aWnp8K88'"
1134206038310359043,2019-05-30 21:12:46,b'RT @WhiteHouse: Thank you to all of the brave men and women graduating from the United States Air Force Academy today! \n\n\xe2\x80\x9cYou could have ch\xe2\x80\xa6'
1134134880860852225,2019-05-30 16:30:01,b'Just arrived in Colorado. Getting ready to deliver the commencement speech at the Air Force Academy graduation. Ver\xe2\x80\xa6 https://t.co/SDqXbDfSj4'
1134134541378052096,2019-05-30 16:28:40,b'https://t.co/J80cxMYVDX'
1134134203308752898,2019-05-30 16:27:19,"b'Very sad to hear the news on the passing of my friend, Senator Thad Cochran. He was a real Senator with incredible\xe2\x80\xa6 https://t.co/pq3F28cxGK'"
1134120831389392896,2019-05-30 15:34:11,b'Robert Mueller came to the Oval Office (along with other potential candidates) seeking to be named the Director of\xe2\x80\xa6 https://t.co/bBX8e48fn7'
1134107544681455616,2019-05-30 14:41:24,b'\xe2\x80\x9cComey and Brennan are turning on each other.\xe2\x80\x9d  @kilmeade'
1134092525218590721,2019-05-30 13:41:43,"b'Congressman John Ratcliffe, \xe2\x80\x9cThe Trump Campaign clearly did not conspire or collude.\xe2\x80\x9d @FoxNews'"
1134066372584062976,2019-05-30 11:57:47,"b'....say he fought back against this phony crime that didn\xe2\x80\x99t exist, this horrendous false accusation, and he shouldn\xe2\x80\xa6 https://t.co/Kdt35XahkP'"
1134066371510378501,2019-05-30 11:57:47,"b'Russia, Russia, Russia! That\xe2\x80\x99s all you heard at the beginning of this Witch Hunt Hoax...And now Russia has disappea\xe2\x80\xa6 https://t.co/fUbv2gPksj'"
1134057302821150722,2019-05-30 11:21:45,"b'The Greatest Presidential Harassment in history. After spending $40,000,000 over two dark years, with unlimited acc\xe2\x80\xa6 https://t.co/HSAkfzzp1G'"
1133900762709463040,2019-05-30 00:59:43,b'I was not informed about anything having to do with the Navy Ship USS John S. McCain during my recent visit to Japa\xe2\x80\xa6 https://t.co/wJckm2fObp'
1133897476497448960,2019-05-30 00:46:39,"b'Great show tonight @seanhannity, you really get it (9:00 P.M. @FoxNews), that\xe2\x80\x99s why you\xe2\x80\x99re Number One (by far)! Als\xe2\x80\xa6 https://t.co/1q4eAdyoOT'"
1133893813611782144,2019-05-30 00:32:06,b'How do you impeach a Republican President for a crime that was committed by the Democrats? WITCH-HUNT!'
1133786055948361728,2019-05-29 17:23:55,b'RT @PressSec: White House Statement on Mueller statement today: https://t.co/f5TXzf3Qpd'
1133785323790639105,2019-05-29 17:21:00,b'RT @kayleighmcenany: \xe2\x80\x9cNow it\xe2\x80\x99s time to turn to the origins of the Russia hoax and get to the bottom of why the Trump campaign was spied on\xe2\x80\xa6'
1133759237136494592,2019-05-29 15:37:21,"b'Nothing changes from the Mueller Report. There was insufficient evidence and therefore, in our Country, a person is\xe2\x80\xa6 https://t.co/LIxEdCTBJd'"
1133699637678870528,2019-05-29 11:40:31,"b'...If Alabama does not elect a Republican to the Senate in 2020, many of the incredible gains that we have made dur\xe2\x80\xa6 https://t.co/QFvUuDyL0i'"
1133699631857262593,2019-05-29 11:40:30,b'Republicans cannot allow themselves to again lose the Senate seat in the Great State of Alabama. This time it will\xe2\x80\xa6 https://t.co/heX3ZP99h3'
1133572279324037121,2019-05-29 03:14:26,b'RT @realDonaldTrump: GOD BLESS THE USA\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/Y8HRT6wnWZ'
1133531809118076929,2019-05-29 00:33:37,b'THANK YOU JAPAN!\xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x87\xaf\xf0\x9f\x87\xb5 https://t.co/ZvzEL8iQsi'
1133529099530571777,2019-05-29 00:22:51,b'Back from Japan after a very successful trip. Big progress on MANY fronts. A great country with a wonderful leader in Prime Minister Abe!'
1133492876296511491,2019-05-28 21:58:55,"b'I was actually sticking up for Sleepy Joe Biden while on foreign soil. Kim Jong Un called him a \xe2\x80\x9clow IQ idiot,\xe2\x80\x9d and\xe2\x80\xa6 https://t.co/mv6yeYqys9'"
1133484222423941120,2019-05-28 21:24:32,b'Just spoke to Governor @AsaHutchinson of the Great State of Arkansas to inform him that FEMA and the Federal Govern\xe2\x80\xa6 https://t.co/nKNR4Xp4Ck'
